<NOISE> 1.0	NSN
ทิพ 1.0	tʰ i p̚4
ทิพ 1.0	tʰ i p̚4 pʰ a4
ทิพย 1.0	tʰ i p̚4 pʰ a4 j a4
ทิพย์ 1.0	tʰ i p̚4
ทิมพู 1.0	tʰ i m1 pʰ uː1
ทิว 1.0	tʰ i w1
ทิวงคต 1.0	tʰ i4 w o ŋ1 kʰ o t̚4
ทิวลิป 1.0	tʰ i w1 l i p̚2
ทิวา 1.0	tʰ i4 w aː1
ทิวากร 1.0	tʰ i4 w aː1 k ɔː n1
ทิวาสวัสดิ์ 1.0	tʰ i4 w aː1 s a2 w a t̚2
ทิศ 1.0	tʰ i t̚4
ทิศทาง 1.0	tʰ i t̚4 tʰ aː ŋ1
ทิเบต 1.0	tʰ i4 b eː t̚2
ทิ่ม 1.0	tʰ i m3
ทิ้ง 1.0	tʰ i ŋ4
ที 1.0	tʰ iː1
ทีป 1.0	tʰ iː p̚3
ทีปะ 1.0	tʰ iː1 p a ʔ2
ทีม 1.0	tʰ iː m1
ทีวี 1.0	tʰ iː1 w iː1
ที่ 1.0	tʰ iː3
ที่คั่นหนังสือ 1.0	tʰ iː3 kʰ a n3 n a ŋ5 s ɯː5
ที่จอดรถ 1.0	tʰ iː3 t͡ɕ ɔː t̚2 r o t̚4
ที่ฉีดตูด 1.0	tʰ iː3 t͡ɕʰ iː t̚2 t uː t̚2
ที่ดิน 1.0	tʰ iː3 d i n1
ที่ตัดเล็บ 1.0	tʰ iː3 t a t̚2 l e p̚4
ที่ทำการ 1.0	tʰ iː3 tʰ a m1 k aː n1
ที่ทำการไปรษณีย์ 1.0	tʰ iː3 tʰ a m1 k aː n1 p r a j1 s a2 n iː1
ที่นอน 1.0	tʰ iː3 n ɔː n1
ที่นอนหมอนมุ้ง 1.0	tʰ iː3 n ɔː n1 m ɔː n5 m u ŋ4
ที่นั่ง 1.0	tʰ iː3 n a ŋ3
ที่นั่น 1.0	tʰ iː3 n a n3
ที่นี่ 1.0	tʰ iː3 n iː3
ที่ฝังศพ 1.0	tʰ iː3 f a ŋ5 s o p̚2
ที่พัก 1.0	tʰ iː3 pʰ a k̚4
ที่มา 1.0	tʰ iː3 m aː1
ที่ยี่สิบ 1.0	tʰ iː3 j iː3 s i p̚2
ที่ระลึก 1.0	tʰ iː3 r a4 l ɯ k̚4
ที่รัก 1.0	tʰ iː3 r a k̚4
ที่ราบ 1.0	tʰ iː3 r aː p̚3
ที่ราบสูง 1.0	tʰ iː3 r aː p̚3 s uː ŋ5
ที่ราบสูงโคราช 1.0	tʰ iː3 r aː p̚3 s uː ŋ5 kʰ oː1 r aː t̚3
ที่ว่าง 1.0	tʰ iː3 w aː ŋ3
ที่สอง 1.0	tʰ iː3 s ɔː ŋ5
ที่สาม 1.0	tʰ iː3 s aː m5
ที่สิบ 1.0	tʰ iː3 s i p̚2
ที่สิบสอง 1.0	tʰ iː3 s i p̚2 s ɔː ŋ5
ที่สิบสาม 1.0	tʰ iː3 s i p̚2 s aː m5
ที่สิบสี่ 1.0	tʰ iː3 s i p̚2 s iː2
ที่สิบหก 1.0	tʰ iː3 s i p̚2 h o k̚2
ที่สิบห้า 1.0	tʰ iː3 s i p̚2 h aː3
ที่สิบเก้า 1.0	tʰ iː3 s i p̚2 k a w3
ที่สิบเจ็ด 1.0	tʰ iː3 s i p̚2 t͡ɕ e t̚2
ที่สิบเอ็ด 1.0	tʰ iː3 s i p̚2 ʔ e t̚2
ที่สิบแปด 1.0	tʰ iː3 s i p̚2 p ɛː t̚2
ที่สี่ 1.0	tʰ iː3 s iː2
ที่สุด 1.0	tʰ iː3 s u t̚2
ที่หก 1.0	tʰ iː3 h o k̚2
ที่หนึ่ง 1.0	tʰ iː3 n ɯ ŋ2
ที่ห้า 1.0	tʰ iː3 h aː3
ที่อยู่ 1.0	tʰ iː3 j uː2
ที่อื่น 1.0	tʰ iː3 ʔ ɯː n2
ที่เก้า 1.0	tʰ iː3 k a w3
ที่เขี่ยบุหรี่ 1.0	tʰ iː3 kʰ i a̯2 b u2 r iː2
ที่เจ็ด 1.0	tʰ iː3 t͡ɕ e t̚2
ที่เปิด 1.0	tʰ iː3 p ɤː t̚2
ที่เปิดกระป๋อง 1.0	tʰ iː3 p ɤː t̚2 k r a2 p ɔː ŋ5
ที่เปิดขวด 1.0	tʰ iː3 p ɤː t̚2 kʰ u a̯ t̚2
ที่แปด 1.0	tʰ iː3 p ɛː t̚2
ที่แล้ว 1.0	tʰ iː3 l ɛː w4
ที่โน้น 1.0	tʰ iː3 n oː n4
ที่ใด 1.0	tʰ iː3 d a j1
ที่ไหน 1.0	tʰ iː3 n a j5
ทึกทัก 1.0	tʰ ɯ k̚4 tʰ a k̚4
ทึบ 1.0	tʰ ɯ p̚4
ทึบแสง 1.0	tʰ ɯ p̚4 s ɛː ŋ5
ทึ่ง 1.0	tʰ ɯ ŋ3
ทึ่ม 1.0	tʰ ɯ m3
ทึ้ง 1.0	tʰ ɯ ŋ4
ทื่อ 1.0	tʰ ɯː3
ทุก 1.0	tʰ u k̚4
ทุกข์ 1.0	tʰ u k̚4
ทุกข์ร้อน 1.0	tʰ u k̚4 r ɔː n4
ทุกคน 1.0	tʰ u k̚4 kʰ o n1
ทุกที 1.0	tʰ u k̚4 tʰ iː1
ทุกทุก 1.0	tʰ u k̚4 tʰ u k̚4
ทุกท่าน 1.0	tʰ u k̚4 tʰ a n3
ทุกวัน 1.0	tʰ u k̚4 w a n1
ทุกสิ่ง 1.0	tʰ u k̚4 s i ŋ2
ทุกอย่าง 1.0	tʰ u k̚4 j aː ŋ2
ทุจริต 1.0	tʰ u t̚4 t͡ɕ a2 r i t̚2
ทุติ 1.0	tʰ u t̚4
ทุติ 1.0	tʰ u t̚4 t i2
ทุน 1.0	tʰ u n1
ทุน 1.0	tʰ u n1 n a4
ทุนนิยม 1.0	tʰ u n1 n i4 j o m1
ทุบ 1.0	tʰ u p̚4
ทุบทู 1.0	tʰ u p̚4 tʰ uː1
ทุบหม้อข้าว 1.0	tʰ u p̚4 m ɔː3 kʰ aː w3
ทุพพลภาพ 1.0	tʰ u p̚4 pʰ o n1 l a4 pʰ aː p̚3
ทุย 1.0	tʰ u j1
ทุรกันดาร 1.0	tʰ u4 r a4 k a n1 d aː n1
ทุรยศ 1.0	tʰ u4 r a4 j o t̚4
ทุระยศ 1.0	tʰ u4 r a4 j o t̚4
ทุศีล 1.0	tʰ u4 s iː n5
ทุเรศ 1.0	tʰ u4 r eː t̚3
ทุเรียน 1.0	tʰ u4 r i a̯ n1
ทุเลา 1.0	tʰ u4 l a w1
ทุ่ง 1.0	tʰ u ŋ3
ทุ่งนา 1.0	tʰ u ŋ3 n aː1
ทุ่งหญ้า 1.0	tʰ u ŋ3 j aː3
ทุ่น 1.0	tʰ u n3
ทุ่นแรง 1.0	tʰ u n3 r ɛː ŋ1
ทุ่ม 1.0	tʰ u m3
ทุ่มตลาด 1.0	tʰ u m3 t a2 l aː t̚2
ทุ่มเท 1.0	tʰ u m3 tʰ eː1
ทุ้ม 1.0	tʰ u m4
ทู 1.0	tʰ uː1
ทูต 1.0	tʰ uː t̚3
ทูตสวรรค์ 1.0	tʰ uː t̚3 s a2 w a n5
ทูน 1.0	tʰ uː n1
ทูน่า 1.0	tʰ uː1 n aː3
ทูรยศ 1.0	tʰ uː1 r a4 j o t̚4
ทูล 1.0	tʰ uː n1
ทูลกระหม่อม 1.0	tʰ uː n1 k r a2 m ɔ m2
ทูเลียม 1.0	tʰ uː1 l i a̯ m3
ทู่ 1.0	tʰ uː3
ทแกล้วทหาญ 1.0	tʰ a4 k l ɛː w3 tʰ a4 h aː n5
ทแกล้วทหาร 1.0	tʰ a4 k l ɛː w3 tʰ a4 h aː n5
ทแยง 1.0	tʰ a4 j ɛː ŋ1
ท่วง 1.0	tʰ u a̯ ŋ3
ท่วม 1.0	tʰ u a̯ m3
ท่อ 1.0	tʰ ɔː3
ท่อง 1.0	tʰ ɔ ŋ3
ท่องจำ 1.0	tʰ ɔ ŋ3 t͡ɕ a m1
ท่องเที่ยว 1.0	tʰ ɔ ŋ3 tʰ i a̯ w3
ท่อน 1.0	tʰ ɔ n3
ท่อน้ำ 1.0	tʰ ɔː3 n aː m4
ท่อน้ำสมอง 1.0	tʰ ɔː3 n aː m4 s a2 m ɔː ŋ5
ท่อน้ำเลี้ยง 1.0	tʰ ɔː3 n aː m4 l i a̯ ŋ4
ท่อปัสสาวะ 1.0	tʰ ɔː3 p a t̚2 s aː5 w a ʔ4
ท่อยาง 1.0	tʰ ɔː3 j aː ŋ1
ท่อลอด 1.0	tʰ ɔː3 l ɔː t̚3
ท่อไต 1.0	tʰ ɔː3 t a j1
ท่อไอเสีย 1.0	tʰ ɔː3 ʔ a j1 s i a̯5
ท่า 1.0	tʰ aː3
ท่าดีทีเหลว 1.0	tʰ aː3 d iː1 tʰ iː1 l eː w5
ท่าทาง 1.0	tʰ aː3 tʰ aː ŋ1
ท่าน 1.0	tʰ a n3
ท่านผู้หญิง 1.0	tʰ a n3 pʰ uː3 j i ŋ5
ท่าน้ำ 1.0	tʰ aː3 n aː m4
ท่ามกลาง 1.0	tʰ aː m3 k l aː ŋ1
ท่าอากาศยาน 1.0	tʰ aː3 ʔ aː1 k aː t̚2 s a2 j aː n1
ท่าเทียบเรือ 1.0	tʰ aː3 tʰ i a̯ p̚3 r ɯ a̯1
ท่าเรือ 1.0	tʰ aː3 r ɯ a̯1
ท้วม 1.0	tʰ u a̯ m4
ท้อ 1.0	tʰ ɔː4
ท้อง 1.0	tʰ ɔː ŋ4
ท้องตรา 1.0	tʰ ɔː ŋ4 t r aː1
ท้องถิ่น 1.0	tʰ ɔː ŋ4 tʰ i n2
ท้องฟ้า 1.0	tʰ ɔː ŋ4 f aː4
ท้องฟ้าจำลอง 1.0	tʰ ɔː ŋ4 f aː4 t͡ɕ a m1 l ɔː ŋ1
ท้องร่วง 1.0	tʰ ɔː ŋ4 r u a̯ ŋ3
ท้องเดิน 1.0	tʰ ɔː ŋ4 d ɤː n1
ท้องเสีย 1.0	tʰ ɔː ŋ4 s i a̯5
ท้า 1.0	tʰ aː4
ท้าทาย 1.0	tʰ aː4 tʰ aː j1
ท้าย 1.0	tʰ aː j4
ท้ายทอย 1.0	tʰ aː j4 tʰ ɔː j1
ท้าว 1.0	tʰ aː w4
ท้าวพญา 1.0	tʰ aː w4 pʰ a4 j aː1
ท้าวพระยา 1.0	tʰ aː w4 pʰ r a4 j aː1
ธ 1.0	tʰ ɔː1
ธ 1.0	tʰ a ʔ4
ธ.ค. 1.0	tʰ ɔː1 kʰ ɔː1
ธง 1.0	tʰ o ŋ1
ธงชัย 1.0	tʰ o ŋ1 t͡ɕʰ a j1
ธนบดี 1.0	tʰ a4 n a4 b ɔː1 d iː1
ธนบัตร 1.0	tʰ a4 n a4 b a t̚2
ธนบัตร 1.0	tʰ o n1 n a4 b a t̚2
ธนาคาร 1.0	tʰ a4 n aː1 kʰ aː n1
ธนู 1.0	tʰ a4 n uː1
ธรณี 1.0	tʰ ɔː1 r a4 n iː1
ธรณีประตู 1.0	tʰ ɔː1 r a4 n iː1 p r a2 t uː1
ธรณีวิทยา 1.0	tʰ ɔː1 r a4 n iː1 w i t̚4 tʰ a4 j aː1
ธรรม 1.0	tʰ a m1
ธรรม 1.0	tʰ a m1 m a4
ธรรมกถา 1.0	tʰ a m1 m a4 k a2 tʰ aː5
ธรรมชาติ 1.0	tʰ a m1 m a4 t͡ɕʰ aː t̚3
ธรรมดา 1.0	tʰ a m1 m a4 d aː1
ธรรมนูญ 1.0	tʰ a m1 m a4 n uː n1
ธรรมนูญ 1.0	tʰ a m1 n uː n1
ธรรมะ 1.0	tʰ a m1 m a ʔ4
ธรรมาภิบาล 1.0	tʰ a m1 m aː1 pʰ i4 b aː n1
ธรรมาสน์ 1.0	tʰ a m1 m aː t̚3
ธรรมเนียม 1.0	tʰ a m1 n i a̯ m1
ธราดล 1.0	tʰ a4 r aː1 d o n1
ธวัช 1.0	tʰ a4 w a t̚4
ธัญ 1.0	tʰ a n1
ธัญ 1.0	tʰ a n1 j a4
ธัญพืช 1.0	tʰ a n1 j a4 pʰ ɯː t̚3
ธันวา 1.0	tʰ a n1 w aː1
ธันวาคม 1.0	tʰ a n1 w aː1 kʰ o m1
ธากา 1.0	tʰ aː1 k aː1
ธาตุ 1.0	tʰ aː t̚3
ธานี 1.0	tʰ aː1 n iː1
ธาร 1.0	tʰ aː n1
ธารกำนัล 1.0	tʰ aː1 r a4 k a m1 n a n1
ธารน้ำแข็ง 1.0	tʰ aː n1 n aː m4 kʰ ɛ ŋ5
ธารน้ำแข็ง 1.0	tʰ aː n1 n a m4 kʰ ɛ ŋ5
ธารายนต์ 1.0	tʰ aː1 r aː1 j o n1
ธำมรงค์ 1.0	tʰ a m1 m a4 r o ŋ1
ธิดา 1.0	tʰ i4 d aː1
ธุรกิจ 1.0	tʰ u4 r a4 k i t̚2
ธุระ 1.0	tʰ u4 r a ʔ4
ธุลี 1.0	tʰ u4 l iː1
ธูป 1.0	tʰ uː p̚3
ธูปฤๅษี 1.0	tʰ uː p̚3 r ɯː1 s iː5
น 1.0	n ɔː1
น. 1.0	n ɔː1
นก 1.0	n o k̚4
นกกระสาปากพลั่ว 1.0	n o k̚4 k r a2 s aː5 p aː k̚2 pʰ l u a̯3
นกต่อ 1.0	n o k̚4 t ɔː2
นกร้า 1.0	n o k̚4 r aː4
นกหวีด 1.0	n o k̚4 w iː t̚2
นกเขา 1.0	n o k̚4 kʰ a w5
นกเป็ดผี 1.0	n o k̚4 p e t̚2 pʰ iː5
นกแก้วนกขุนทอง 1.0	n o k̚4 k ɛː w3 n o k̚4 kʰ u n5 tʰ ɔː ŋ1
นกแสก 1.0	n o k̚4 s ɛː k̚2
นขลิขิต 1.0	n a4 kʰ a2 l i4 kʰ i t̚2
นคร 1.0	n a4 kʰ ɔː n1
นคร 1.0	n a4 kʰ a4 r a4
นครนายก 1.0	n a4 kʰ ɔː n1 n aː1 j o k̚4
นครปฐม 1.0	n a4 kʰ ɔː n1 p a2 tʰ o m5
นครพนม 1.0	n a4 kʰ ɔː n1 pʰ a4 n o m1
นครรัฐ 1.0	n a4 kʰ ɔː n1 r a t̚4
นครราชสีมา 1.0	n a4 kʰ ɔː n1 r aː t̚3 t͡ɕʰ a4 s iː5 m aː1
นครลำปาง 1.0	n a4 kʰ ɔː n1 l a m1 p aː ŋ1
นครลำภาง 1.0	n a4 kʰ ɔː n1 l a m1 pʰ aː ŋ1
นครวัด 1.0	n a4 kʰ ɔː n1 w a t̚4
นครศรีธรรมราช 1.0	n a4 kʰ ɔː n1 s iː5 tʰ a m1 m a4 r aː t̚3
นครสวรรค์ 1.0	n a4 kʰ ɔː n1 s a2 w a n5
นครหลวง 1.0	n a4 kʰ ɔː n1 l u a̯ ŋ5
นทท. 1.0	n ɔː1 tʰ ɔː1 tʰ ɔː1
นที 1.0	n a4 tʰ iː1
นนทบุรี 1.0	n o n1 tʰ a4 b u2 r iː1
นนทบุรี 1.0	n o n1 b u2 r iː1
นนทบุเรี่ยน 1.0	n o n1 tʰ a4 b u2 r i a̯ n3
นบ 1.0	n o p̚4
นพ 1.0	n o p̚4
นพ 1.0	n o p̚4 pʰ a4
นพคุณ 1.0	n a4 pʰ a4 kʰ u n1
นพศก 1.0	n o p̚4 pʰ a4 s o k̚2
นพเคราะห์ 1.0	n o p̚4 pʰ a4 kʰ r ɔ ʔ4
นภา 1.0	n a4 pʰ aː1
นม 1.0	n o m1
นมข้น 1.0	n o m1 kʰ o n3
นมข้าว 1.0	n o m1 kʰ aː w3
นมถั่วเหลือง 1.0	n o m1 tʰ u a̯2 l ɯ a̯ ŋ5
นมนาง 1.0	n o m1 n aː ŋ1
นมผง 1.0	n o m1 pʰ o ŋ5
นมผึ้ง 1.0	n o m1 pʰ ɯ ŋ3
นมระเหย 1.0	n o m1 r a4 h ɤː j5
นมัสการ 1.0	n a4 m a t̚4 s a2 k aː n1
นมเปรี้ยว 1.0	n o m1 p r i a̯ w3
นมแมว 1.0	n o m1 m ɛː w1
นร 1.0	n ɔː1 r a4
นร 1.0	n a4 r a4
นรก 1.0	n a4 r o k̚4
นรก 1.0	n a4 r o k̚4 k a2
นรชาติ 1.0	n ɔː1 r a4 t͡ɕʰ aː t̚3
นราธิวาส 1.0	n a4 r aː1 tʰ i4 w aː t̚3
นราธิวาส 1.0	n a1 r aː1 tʰ i4 w aː t̚3
นราย 1.0	n aː1 r aː j1
นฤคหิต 1.0	n a4 r ɯ4 kʰ a4 h i t̚2
นฤบดินทร 1.0	n a4 r ɯ4 b ɔː1 d i n1
นฤบดินทร์ 1.0	n a4 r ɯ4 b ɔː1 d i n1
นฤบดี 1.0	n a4 r ɯ4 b ɔː1 d iː1
นฤพาน 1.0	n a4 r ɯ4 pʰ aː n1
นวด 1.0	n u a̯ t̚3
นวนิยาย 1.0	n a4 w a4 n i4 j aː j1
นวม 1.0	n u a̯ m1
นวยนาด 1.0	n u a̯ j1 n aː t̚3
นวล 1.0	n u a̯ n1
นวัตกรรม 1.0	n a4 w a t̚4 t a2 k a m1
นอ 1.0	n ɔː1
นอก 1.0	n ɔː k̚3
นอกจาก 1.0	n ɔː k̚3 t͡ɕ aː k̚2
นอกสมรส 1.0	n ɔː k̚3 s o m5 r o t̚4
นอกใจ 1.0	n ɔː k̚3 t͡ɕ a j1
นอง 1.0	n ɔː ŋ1
นอต 1.0	n ɔ t̚4
นอน 1.0	n ɔː n1
นอนก้น 1.0	n ɔː n1 k o n3
นอนคุยกับรากมะม่วง 1.0	n ɔː n1 kʰ u j1 k a p̚2 r aː k̚3 m a4 m u a̯ ŋ3
นอนหลับ 1.0	n ɔː n1 l a p̚2
นอย 1.0	n ɔː j1
นอร์ทดาโคตา 1.0	n ɔ t̚4 d aː1 kʰ oː1 t aː3
นอร์ทมาซิโดเนีย 1.0	n ɔː t̚4 m aː1 s i4 d oː1 n i a̯1
นอร์ทแคโรไลนา 1.0	n ɔː t̚4 kʰ ɛː1 r oː1 l a j1 n aː3
นอร์ม็องดี 1.0	n ɔː1 m ɔ ŋ1 d iː1
นอร์เทิร์นไอร์แลนด์ 1.0	n ɔ t̚4 tʰ ɤ n3 ʔ a j1 l ɛ n3
นอร์เทิร์นไอร์แลนด์ 1.0	n ɔ t̚4 tʰ ɤ n3 ʔ a j1 l ɛː n1
นอร์เวย์ 1.0	n ɔː1 w eː1
นะ 1.0	n a ʔ4
นัก 1.0	n a k̚4
นักกฎหมาย 1.0	n a k̚4 k o t̚2 m aː j5
นักกระโดดน้ำ 1.0	n a k̚4 k r a2 d oː t̚2 n aː m4
นักกระโดดร่ม 1.0	n a k̚4 k r a2 d oː t̚2 r o m3
นักกอล์ฟ 1.0	n a k̚4 k ɔː p̚4
นักกอล์ฟ 1.0	n a k̚4 k ɔː f4
นักกายกรรม 1.0	n a k̚4 k aː j1 j a4 k a m1
นักการ 1.0	n a k̚4 k aː n1
นักการตลาด 1.0	n a k̚4 k aː n1 t a2 l aː t̚2
นักการทูต 1.0	n a k̚4 k aː n1 tʰ uː t̚3
นักการเงิน 1.0	n a k̚4 k aː n1 ŋ ɤ n1
นักการเมือง 1.0	n a k̚4 k aː n1 m ɯ a̯ ŋ1
นักกิน 1.0	n a k̚4 k i n1
นักกีฬา 1.0	n a k̚4 k iː1 l aː1
นักขัต 1.0	n a k̚4 kʰ a t̚2
นักขัต 1.0	n a k̚4 kʰ a t̚2 t a2
นักขัตฤกษ์ 1.0	n a k̚4 kʰ a t̚2 t a2 r ɤː k̚3
นักขี่ม้า 1.0	n a k̚4 kʰ iː2 m aː4
นักขี่ม้าแข่ง 1.0	n a k̚4 kʰ iː2 m aː4 kʰ ɛː ŋ2
นักข่าว 1.0	n a k̚4 kʰ aː w2
นักคณิตศาสตร์ 1.0	n a k̚4 kʰ a4 n i t̚4 t a2 s aː t̚2
นักคร่าพรหมจรรย์ 1.0	n a k̚4 kʰ r aː3 pʰ r o m1 m a4 t͡ɕ a n1
นักจัดรายการ 1.0	n a k̚4 t͡ɕ a t̚2 r aː j1 k aː n1
นักจิตวิทยา 1.0	n a k̚4 t͡ɕ i t̚2 t a2 w i t̚4 tʰ a4 j aː1
นักจี้ 1.0	n a k̚4 t͡ɕ iː3
นักชีววิทยา 1.0	n a k̚4 t͡ɕʰ iː1 w a4 w i t̚4 tʰ a4 j aː1
นักซิ่ง 1.0	n a k̚4 s i ŋ3
นักดนตรี 1.0	n a k̚4 d o n1 t r iː1
นักดาราศาสตร์ 1.0	n a k̚4 d aː1 r aː1 s aː t̚2
นักดำน้ำ 1.0	n a k̚4 d a m1 n aː m4
นักดำน้ำลึก 1.0	n a k̚4 d a m1 n aː m4 l ɯ k̚4
นักตกปลา 1.0	n a k̚4 t o k̚2 p l aː1
นักต้มตุ๋น 1.0	n a k̚4 t u m3 t u n5
นักถ่ายภาพ 1.0	n a k̚4 tʰ aː j2 pʰ aː p̚3
นักถ่ายรูป 1.0	n a k̚4 tʰ aː j2 r uː p̚3
นักทัศนาจร 1.0	n a k̚4 tʰ a t̚4 s a2 n aː1 t͡ɕ ɔː n1
นักท่องเที่ยว 1.0	n a k̚4 tʰ ɔ ŋ3 tʰ i a̯ w3
นักธรณีวิทยา 1.0	n a k̚4 tʰ ɔː1 r a4 n iː1 w i t̚4 tʰ a4 j aː1
นักธุรกิจ 1.0	n a k̚4 tʰ u4 r a4 k i t̚2
นักบวช 1.0	n a k̚4 b u a̯ t̚2
นักบัลเลต์ 1.0	n a k̚4 b a l1 l eː1
นักบิน 1.0	n a k̚4 b i n1
นักบินอวกาศ 1.0	n a k̚4 b i n1 ʔ a2 w a4 k aː t̚2
นักบุญ 1.0	n a k̚4 b u n1
นักปฏิวัติ 1.0	n a k̚4 p a2 t i2 w a t̚4
นักประชาธิปไตย 1.0	n a k̚4 p r a2 t͡ɕʰ aː1 tʰ i4 p a2 t a j1
นักประชาธิปไตย 1.0	n a k̚4 p r a2 t͡ɕʰ aː1 tʰ i p̚4 p a2 t a j1
นักประดิษฐ์ 1.0	n a k̚4 p r a2 d i t̚2
นักประท้วง 1.0	n a k̚4 p r a2 tʰ u a̯ ŋ4
นักประพันธ์ 1.0	n a k̚4 p r a2 pʰ a n1
นักปรัชญา 1.0	n a k̚4 p r a t̚2 j aː1
นักปราชญ์ 1.0	n a k̚4 p r aː t̚2
นักปล้น 1.0	n a k̚4 p l o n3
นักปักษีวิทยา 1.0	n a k̚4 p a k̚2 s iː5 w i t̚4 tʰ a4 j aː1
นักพนัน 1.0	n a k̚4 pʰ a4 n a n1
นักพรต 1.0	n a k̚4 pʰ r o t̚4
นักพากย์ 1.0	n a k̚4 pʰ aː k̚3
นักฟิสิกส์ 1.0	n a k̚4 f i4 s i k̚2
นักภาษาศาสตร์ 1.0	n a k̚4 pʰ aː1 s aː5 s aː t̚2
นักภูมิศาสตร์ 1.0	n a k̚4 pʰ uː1 m i4 s aː t̚2
นักมนุษยวิทยา 1.0	n a k̚4 m a4 n u t̚4 s a2 j a4 w i t̚4 tʰ a4 j aː1
นักมวย 1.0	n a k̚4 m u a̯ j1
นักมวยปล้ำ 1.0	n a k̚4 m u a̯ j1 p l a m3
นักมานุษยวิทยา 1.0	n a k̚4 m aː1 n u t̚4 s a2 j a4 w i t̚4 tʰ a4 j aː1
นักมายากล 1.0	n a k̚4 m aː1 j aː1 k o n1
นักยกน้ำหนัก 1.0	n a k̚4 j o k̚4 n a m4 n a k̚2
นักยิงธนู 1.0	n a k̚4 j i ŋ1 tʰ a4 n uː1
นักรบ 1.0	n a k̚4 r o p̚4
นักร้อง 1.0	n a k̚4 r ɔː ŋ4
นักลงทุน 1.0	n a k̚4 l o ŋ1 tʰ u n1
นักล่า 1.0	n a k̚4 l aː3
นักล้วงกระเป๋า 1.0	n a k̚4 l u a̯ ŋ4 k r a2 p a w5
นักวิจัย 1.0	n a k̚4 w i4 t͡ɕ a j1
นักวิจารณ์ 1.0	n a k̚4 w i4 t͡ɕ aː n1
นักวิชาการ 1.0	n a k̚4 w i4 t͡ɕʰ aː1 k aː n1
นักวิทยาการระบาด 1.0	n a k̚4 w i t̚4 tʰ a4 j aː1 k aː n1 r a4 b aː t̚2
นักวิทยาศาสตร์ 1.0	n a k̚4 w i t̚4 tʰ a4 j aː1 s aː t̚2
นักวิเคราะห์ 1.0	n a k̚4 w i4 kʰ r ɔ ʔ4
นักวิ่ง 1.0	n a k̚4 w i ŋ3
นักว่ายน้ำ 1.0	n a k̚4 w aː j3 n aː m4
นักศึกษา 1.0	n a k̚4 s ɯ k̚2 s aː5
นักษัตร 1.0	n a k̚4 s a t̚2
นักษัตร 1.0	n a k̚4 s a t̚2 t r a2
นักษัตรบดี 1.0	n a k̚4 s a t̚2 t r a2 b ɔː1 d iː1
นักษัตรวิทยา 1.0	n a k̚4 s a t̚2 t r a2 w i t̚4 tʰ a4 j aː1
นักสกี 1.0	n a k̚4 s a2 k iː1
นักสัตว 1.0	n a k̚4 s a t̚2
นักสืบ 1.0	n a k̚4 s ɯː p̚2
นักสเกต 1.0	n a k̚4 s a2 k e t̚4
นักสเก็ต 1.0	n a k̚4 s a2 k e t̚4
นักออกแบบ 1.0	n a k̚4 ʔ ɔː k̚2 b ɛː p̚2 f ɛː1 t͡ɕʰ a n3
นักอุตุนิยม 1.0	n a k̚4 ʔ u2 t u2 n i4 j o m1
นักเขียน 1.0	n a k̚4 kʰ i a̯ n5
นักเคมี 1.0	n a k̚4 kʰ eː1 m iː1
นักเคลื่อนไหว 1.0	n a k̚4 kʰ l ɯ a̯ n3 w a j5
นักเดินทาง 1.0	n a k̚4 d ɤː n1 tʰ aː ŋ1
นักเตะ 1.0	n a k̚4 t e ʔ2
นักเต้น 1.0	n a k̚4 t e n3
นักเต้นรำ 1.0	n a k̚4 t e n3 r a m1
นักเทนนิส 1.0	n a k̚4 tʰ e n1 n i s4
นักเทนนิส 1.0	n a k̚4 tʰ e n1 n i t̚4
นักเทศน์ 1.0	n a k̚4 tʰ eː t̚3
นักเปียโน 1.0	n a k̚4 p i a̯1 n oː1
นักเรียน 1.0	n a k̚4 r i a̯ n1
นักเลง 1.0	n a k̚4 l eː ŋ1
นักเลงคีย์บอร์ด 1.0	n a k̚4 l eː ŋ1 kʰ iː1 b ɔː t̚2
นักเลงสุรา 1.0	n a k̚4 l eː ŋ1 s u2 r aː1
นักเล่นแร่แปรธาตุ 1.0	n a k̚4 l e n3 r ɛː3 p r ɛː1 tʰ aː t̚3
นักเศรษฐศาสตร์ 1.0	n a k̚4 s eː t̚2 tʰ a2 s aː t̚2
นักแต่งกลอน 1.0	n a k̚4 t ɛː ŋ2 k l ɔː n1
นักแต่งบทละคร 1.0	n a k̚4 t ɛː ŋ2 b o t̚2 l a4 kʰ ɔː n1
นักแต่งเพลง 1.0	n a k̚4 t ɛ ŋ2 pʰ l eː ŋ1
นักแปล 1.0	n a k̚4 p l ɛː1
นักแม่นปืน 1.0	n a k̚4 m ɛ n3 p ɯː n1
นักแสดง 1.0	n a k̚4 s a2 d ɛː ŋ1
นักแสดงพากย์ 1.0	n a k̚4 s a2 d ɛː ŋ1 pʰ aː k̚3
นักโต้คลื่น 1.0	n a k̚4 t oː3 kʰ l ɯː n3
นักโทษ 1.0	n a k̚4 tʰ oː t̚3
นักโลดโผน 1.0	n a k̚4 l oː t̚3 pʰ oː n5
นักไวโอลิน 1.0	n a k̚4 w a j1 ʔ oː1 l i n1
นัด 1.0	n a t̚4
นัดพร้อม 1.0	n a t̚4 pʰ r ɔː m4
นัดยิ้ม 1.0	n a t̚4 j i m4
นัดหมาย 1.0	n a t̚4 m aː j5
